Run,Population,NetTake,Residual
1,850000,40.31562570602042,3.9756257060204163
2,1250000,50.8281002431412,14.488100243141197
3,698727,35.707160040718115,0.6328399592818883
4,721799,36.41003841180784,0.0700384118078361
5,719500,36.34000038410606,3.841060589593326e-7
